date,totalStockholdersEquity,totalAssets,totalLiabilities,cashAndCashEquivalents,totalDebt,netDebt,retainedEarnings,inventory,propertyPlantEquipmentNet,source_file
2002-03-31,,,,,8784000000.0,,3613000000.0,758000000.0,,2002-03-31_2002-04-18_10-Q_000000620102000015_ar1q02d.txt
2002-03-31,,,,,8784000000.0,,3613000000.0,758000000.0,,2002-03-31_2002-04-18_10-Q_000000620102000015.txt
2001-09-30,,,,,6491000000.0,,4986000000.0,871000000.0,,2001-09-30_2001-10-25_10-Q_000000620101500047_ar3q01d.txt
2001-09-30,,,,,6491000000.0,,4986000000.0,871000000.0,,2001-09-30_2001-10-25_10-Q_000000620101500047.txt
2001-06-30,,,,,5554000000.0,,5402000000.0,883000000.0,,2001-06-30_2001-08-13_10-Q_000000620101500032_ar2q01j.txt
2001-06-30,,,,,5554000000.0,,5402000000.0,883000000.0,,2001-06-30_2001-08-13_10-Q_000000620101500032.txt
2001-03-31,,,,,4669000000.0,,5907000000.0,727000000.0,,2001-03-31_2001-04-24_10-Q_000095013401500665_d86403e10-q.txt
2001-03-31,,,,,4669000000.0,,5907000000.0,727000000.0,,2001-03-31_2001-04-24_10-Q_000095013401500665.txt
2000-09-30,,,,,3795000000.0,,5907000000.0,730000000.0,,2000-09-30_2000-10-26_10-Q_000000620100000017.txt
2000-06-30,,,,,3930000000.0,,5597000000.0,713000000.0,,2000-06-30_2000-07-28_10-Q_000095013400006067.txt
2000-06-30,,,,,3930000000.0,,5597000000.0,713000000.0,,2000-06-30_2000-07-28_10-Q_000095013400006067_e10-q.txt
2000-03-31,,,,,,,,,,2000-03-31_2000-05-11_10-Q_000000620100000009_primary_document.htm
2000-03-31,,,,,4018000000.0,,5270000000.0,717000000.0,,2000-03-31_2000-05-11_10-Q_000000620100000009.txt
