ticker,raw_ticker,exchange_source,company_name_source,Security Name
SENS,SENS,NASDAQ,"Senseonics Holdings, Inc.","Senseonics Holdings, Inc. - Common Stock"
SEPN,SEPN,NASDAQ,"Septerna, Inc.","Septerna, Inc. - Common Stock"
SERA,SERA,NASDAQ,"Sera Prognostics, Inc.","Sera Prognostics, Inc. - Class A Common Stock"
SERV,SERV,NASDAQ,Serve Robotics Inc.,Serve Robotics Inc. - Common Stock
SES,SES,NYSE,SES AI Corporation Class A Common Stock,SES AI Corporation Class A Common Stock
SEV,SEV,NASDAQ,Aptera Motors Corp.,Aptera Motors Corp. - Class B Common Stock
SEZL,SEZL,NASDAQ,Sezzle Inc.,Sezzle Inc. - Common Stock
SF,SF,NYSE,Stifel Financial Corporation Common Stock,Stifel Financial Corporation Common Stock
SFBC,SFBC,NASDAQ,"Sound Financial Bancorp, Inc.","Sound Financial Bancorp, Inc. - Common Stock"
SFBS,SFBS,NYSE,"ServisFirst Bancshares, Inc. Common Stock","ServisFirst Bancshares, Inc. Common Stock"
SFD,SFD,NASDAQ,"Smithfield Foods, Inc.","Smithfield Foods, Inc. - Common Stock"
SFHG,SFHG,NASDAQ,Samfine Creation Holdings Group Limited,Samfine Creation Holdings Group Limited - Class A Ordinary Share
SFIX,SFIX,NASDAQ,"Stitch Fix, Inc.","Stitch Fix, Inc. - Class A Common Stock"
SFL,SFL,NYSE,SFL Corporation Ltd,SFL Corporation Ltd
SFM,SFM,NASDAQ,"Sprouts Farmers Market, Inc.","Sprouts Farmers Market, Inc. - Common Stock"
SFNC,SFNC,NASDAQ,Simmons First National Corporation,Simmons First National Corporation - Common Stock
SFST,SFST,NASDAQ,"Southern First Bancshares, Inc.","Southern First Bancshares, Inc. - Common Stock"
SFWL,SFWL,NASDAQ,Shengfeng Development Limited,Shengfeng Development Limited - Class A Ordinary Shares
SG,SG,NYSE,"Sweetgreen, Inc. Class A Common Stock","Sweetgreen, Inc. Class A Common Stock"
SGA,SGA,NASDAQ,"Saga Communications, Inc.","Saga Communications, Inc. - Class A Common Stock"
SGC,SGC,NASDAQ,"Superior Group of Companies, Inc.","Superior Group of Companies, Inc. - Common Stock"
SGHC,SGHC,NYSE,Super Group (SGHC) Limited Ordinary Shares,Super Group (SGHC) Limited Ordinary Shares
SGHT,SGHT,NASDAQ,"Sight Sciences, Inc.","Sight Sciences, Inc. - Common Stock"
SGI,SGI,NYSE,Somnigroup International Inc. Common Stock,Somnigroup International Inc. Common Stock
SGML,SGML,NASDAQ,Sigma Lithium Corporation,Sigma Lithium Corporation - common shares
SGMT,SGMT,NASDAQ,Sagimet Biosciences Inc.,Sagimet Biosciences Inc. - Series A Common Stock
SGP,SGP,NASDAQ,"SpyGlass Pharma, Inc.","SpyGlass Pharma, Inc. - Common Stock"
SGRY,SGRY,NASDAQ,"Surgery Partners, Inc.","Surgery Partners, Inc. - Common Stock"
SGU,SGU,NYSE,Star Group L.P. Common Stock,Star Group L.P. Common Stock
SHAK,SHAK,NYSE,"Shake Shack, Inc. Class A Common Stock","Shake Shack, Inc. Class A Common Stock"
SHAZ,SHAZ,NASDAQ,"SharonAI Holdings, Inc.","SharonAI Holdings, Inc. - Class A Common Stock"
SHBI,SHBI,NASDAQ,"Shore Bancshares, Inc.","Shore Bancshares, Inc. - Common Stock"
SHC,SHC,NASDAQ,Sotera Health Company,Sotera Health Company - Common Stock
SHEN,SHEN,NASDAQ,Shenandoah Telecommunications Co,Shenandoah Telecommunications Co - Common Stock
SHIM,SHIM,NASDAQ,Shimmick Corporation,Shimmick Corporation - Common Stock
SHIP,SHIP,NASDAQ,Seanergy Maritime Holdings Corp.,Seanergy Maritime Holdings Corp. - Common Stock
SHLS,SHLS,NASDAQ,"Shoals Technologies Group, Inc.","Shoals Technologies Group, Inc. - Class A Common Stock"
SHMD,SHMD,NASDAQ,SCHMID Group N.V.,SCHMID Group N.V. - Class A Ordinary Shares
SHO,SHO,NYSE,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares","Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares"
SHOO,SHOO,NASDAQ,"Steven Madden, Ltd.","Steven Madden, Ltd. - Common Stock"
SHOP,SHOP,NASDAQ,Shopify Inc.,Shopify Inc. - Class A Subordinate Voting Shares
SHPH,SHPH,NASDAQ,"Shuttle Pharmaceuticals Holdings, Inc.","Shuttle Pharmaceuticals Holdings, Inc. - common stock"
SHW,SHW,NYSE,Sherwin,Sherwin-Williams Company (The) Common Stock
SI,SI,NYSE,"Shoulder Innovations, Inc. Common Stock","Shoulder Innovations, Inc. Common Stock"
SIBN,SIBN,NASDAQ,"SI-BONE, Inc.","SI-BONE, Inc. - Common Stock"
SID,SID,NYSE,Companhia Siderurgica Nacional S.A. Common Stock,Companhia Siderurgica Nacional S.A. Common Stock
SIDU,SIDU,NASDAQ,"Sidus Space, Inc.","Sidus Space, Inc. - Class A Common Stock"
SIEB,SIEB,NASDAQ,Siebert Financial Corp.,Siebert Financial Corp. - Common Stock
SIG,SIG,NYSE,Signet Jewelers Limited Common Shares,Signet Jewelers Limited Common Shares
SIGA,SIGA,NASDAQ,SIGA Technologies Inc.,SIGA Technologies Inc. - Common Stock
SIGI,SIGI,NASDAQ,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc. - Common Stock"
SII,SII,NYSE,Sprott Inc. Common Shares,Sprott Inc. Common Shares
SILC,SILC,NASDAQ,Silicom Ltd,Silicom Ltd - Ordinary Shares
SIMA,SIMA,NASDAQ,SIM Acquisition Corp. I,SIM Acquisition Corp. I - Class A Ordinary Shares
SINT,SINT,NASDAQ,"SiNtx Technologies, Inc.","SiNtx Technologies, Inc. - Common Stock"
SION,SION,NASDAQ,"Sionna Therapeutics, Inc.","Sionna Therapeutics, Inc. - Common Stock"
SIRI,SIRI,NASDAQ,SiriusXM Holdings Inc.,SiriusXM Holdings Inc. - Common Stock
SITC,SITC,NYSE,SITE Centers Corp. Common Stock,SITE Centers Corp. Common Stock
SITE,SITE,NYSE,"SiteOne Landscape Supply, Inc. Common Stock","SiteOne Landscape Supply, Inc. Common Stock"
SITM,SITM,NASDAQ,SiTime Corporation,SiTime Corporation - Common Stock
SJ,SJ,NASDAQ,Scienjoy Holding Corporation,Scienjoy Holding Corporation - Class A Ordinary Shares
SJM,SJM,NYSE,The J.M. Smucker Company Common Stock,The J.M. Smucker Company Common Stock
SKBL,SKBL,NASDAQ,Skyline Builders Group Holding Limited,Skyline Builders Group Holding Limited - Class A Ordinary Shares
SKE,SKE,NYSE,Skeena Resources Limited Common Shares,Skeena Resources Limited Common Shares
SKIL,SKIL,NYSE,Skillsoft Corp. Class A Common Stock,Skillsoft Corp. Class A Common Stock
SKIN,SKIN,NASDAQ,SkinHealth Systems Inc.,SkinHealth Systems Inc. - Class A Common Stock
SKK,SKK,NASDAQ,SKK Holdings Limited,SKK Holdings Limited - Class A Ordinary Shares
SKLZ,SKLZ,NYSE,Skillz Inc. Class A Common Stock,Skillz Inc. Class A Common Stock
SKM,SKM,NYSE,"SK Telecom Co., Ltd. Common Stock","SK Telecom Co., Ltd. Common Stock"
SKT,SKT,NYSE,Tanger Inc. Common Stock,Tanger Inc. Common Stock
SKWD,SKWD,NASDAQ,"Skyward Specialty Insurance Group, Inc.","Skyward Specialty Insurance Group, Inc. - Common Stock"
SKY,SKY,NYSE,"Champion Homes, Inc. Common Stock","Champion Homes, Inc. Common Stock"
SKYH,SKYH,NYSE,Sky Harbour Group Corporation Class A Common Stock,Sky Harbour Group Corporation Class A Common Stock
SKYQ,SKYQ,NASDAQ,Sky Quarry Inc.,Sky Quarry Inc. - Common Stock
SKYT,SKYT,NASDAQ,"SkyWater Technology, Inc.","SkyWater Technology, Inc. - Common Stock"
SKYW,SKYW,NASDAQ,"SkyWest, Inc.","SkyWest, Inc. - Common Stock"
SKYX,SKYX,NASDAQ,SKYX Platforms Corp.,SKYX Platforms Corp. - Common Stock
SLAB,SLAB,NASDAQ,"Silicon Laboratories, Inc.","Silicon Laboratories, Inc. - Common Stock"
SLB,SLB,NYSE,SLB Limited Common Shares,SLB Limited Common Shares
SLDB,SLDB,NASDAQ,Solid Biosciences Inc.,Solid Biosciences Inc. - Common Stock
SLDE,SLDE,NASDAQ,"Slide Insurance Holdings, Inc.","Slide Insurance Holdings, Inc. - Common Stock"
SLDP,SLDP,NASDAQ,"Solid Power, Inc.","Solid Power, Inc. - Class A Common Stock"
SLE,SLE,NASDAQ,"Super League Enterprise, Inc.","Super League Enterprise, Inc. - Common Stock"
SLF,SLF,NYSE,Sun Life Financial Inc. Common Stock,Sun Life Financial Inc. Common Stock
SLG,SLG,NYSE,SL Green Realty Corp Common Stock,SL Green Realty Corp Common Stock
SLGL,SLGL,NASDAQ,Sol-Gel Technologies Ltd.,Sol-Gel Technologies Ltd. - Ordinary Shares
SLGN,SLGN,NYSE,Silgan Holdings Inc. Common Stock,Silgan Holdings Inc. Common Stock
SLM,SLM,NASDAQ,SLM Corporation,SLM Corporation - Common Stock
SLNG,SLNG,NASDAQ,"Stabilis Solutions, Inc.","Stabilis Solutions, Inc. - Common Stock"
SLNH,SLNH,NASDAQ,"Soluna Holdings, Inc.","Soluna Holdings, Inc. - Common Stock"
SLNO,SLNO,NASDAQ,"Soleno Therapeutics, Inc.","Soleno Therapeutics, Inc. - Common Stock"
SLP,SLP,NASDAQ,"Simulations Plus, Inc.","Simulations Plus, Inc. - Common Stock"
SLQT,SLQT,NYSE,"SelectQuote, Inc. Common Stock","SelectQuote, Inc. Common Stock"
SLS,SLS,NASDAQ,"SELLAS Life Sciences Group, Inc. ","SELLAS Life Sciences Group, Inc.  - Common Stock"
SLSN,SLSN,NASDAQ,"Solesence, Inc.","Solesence, Inc. - Common stock"
SLVM,SLVM,NYSE,Sylvamo Corporation Common Stock,Sylvamo Corporation Common Stock
SLXN,SLXN,NASDAQ,Silexion Therapeutics Corp,Silexion Therapeutics Corp - Ordinary Shares
SM,SM,NYSE,SM Energy Company Common Stock,SM Energy Company Common Stock
SMA,SMA,NYSE,"SmartStop Self Storage REIT, Inc. Common Stock","SmartStop Self Storage REIT, Inc. Common Stock"
SMBC,SMBC,NASDAQ,"Southern Missouri Bancorp, Inc.","Southern Missouri Bancorp, Inc. - Common Stock"
SMBK,SMBK,NYSE,"SmartFinancial, Inc. Common Stock","SmartFinancial, Inc. Common Stock"
SMC,SMC,NYSE,Summit Midstream Corporation Common Stock,Summit Midstream Corporation Common Stock
SMCI,SMCI,NASDAQ,"Super Micro Computer, Inc.","Super Micro Computer, Inc. - Common Stock"
SMG,SMG,NYSE,Scotts Miracle,Scotts Miracle-Gro Company (The) Common Stock
SMHI,SMHI,NYSE,SEACOR Marine Holdings Inc. Common Stock ,SEACOR Marine Holdings Inc. Common Stock 
SMID,SMID,NASDAQ,Smith-Midland Corporation,Smith-Midland Corporation - Common Stock
SMMT,SMMT,NASDAQ,Summit Therapeutics Inc. ,Summit Therapeutics Inc.  - Common Stock
SMP,SMP,NYSE,"Standard Motor Products, Inc. Common Stock","Standard Motor Products, Inc. Common Stock"
SMPL,SMPL,NASDAQ,The Simply Good Foods Company,The Simply Good Foods Company - Common Stock
SMR,SMR,NYSE,NuScale Power Corporation Class A Common Stock,NuScale Power Corporation Class A Common Stock
SMRT,SMRT,NYSE,"SmartRent, Inc. Class A Common Stock","SmartRent, Inc. Class A Common Stock"
SMTC,SMTC,NASDAQ,Semtech Corporation,Semtech Corporation - Common Stock
SMTI,SMTI,NASDAQ,Sanara MedTech Inc.,Sanara MedTech Inc. - Common Stock
SMWB,SMWB,NYSE,Similarweb Ltd. Ordinary Shares,Similarweb Ltd. Ordinary Shares
SMX,SMX,NASDAQ,SMX (Security Matters) Public Limited Company,SMX (Security Matters) Public Limited Company - Ordinary Shares
SN,SN,NYSE,"SharkNinja, Inc. Ordinary Shares","SharkNinja, Inc. Ordinary Shares"
SNA,SNA,NYSE,Snap,Snap-On Incorporated Common Stock
SNAP,SNAP,NYSE,Snap Inc. Class A Common Stock,Snap Inc. Class A Common Stock
SNBR,SNBR,NASDAQ,Sleep Number Corporation,Sleep Number Corporation - Common Stock
SNCY,SNCY,NASDAQ,"Sun Country Airlines Holdings, Inc.","Sun Country Airlines Holdings, Inc. - Common Stock"
SND,SND,NASDAQ,"Smart Sand, Inc.","Smart Sand, Inc. - Common Stock"
SNDA,SNDA,NYSE,"Sonida Senior Living, Inc. Common Stock","Sonida Senior Living, Inc. Common Stock"
SNDK,SNDK,NASDAQ,Sandisk Corporation,Sandisk Corporation - Common Stock When-Issued
SNDL,SNDL,NASDAQ,SNDL Inc.,SNDL Inc. - Common Shares
SNDR,SNDR,NYSE,"Schneider National, Inc. Common Stock","Schneider National, Inc. Common Stock"
SNDX,SNDX,NASDAQ,"Syndax Pharmaceuticals, Inc.","Syndax Pharmaceuticals, Inc. - Common Stock"
SNES,SNES,NASDAQ,"SenesTech, Inc.","SenesTech, Inc. - Common Stock"
SNEX,SNEX,NASDAQ,StoneX Group Inc.,StoneX Group Inc. - Common Stock
SNFCA,SNFCA,NASDAQ,Security National Financial Corporation,Security National Financial Corporation - Class A Common Stock
SNGX,SNGX,NASDAQ,"Soligenix, Inc.","Soligenix, Inc. - Common Stock"
SNN,SNN,NYSE,"Smith & Nephew SNATS, Inc. Common Stock","Smith & Nephew SNATS, Inc. Common Stock"
SNOA,SNOA,NASDAQ,"Sonoma Pharmaceuticals, Inc.","Sonoma Pharmaceuticals, Inc. - Common Stock"
SNOW,SNOW,NYSE,Snowflake Inc. Common Stock,Snowflake Inc. Common Stock
SNPS,SNPS,NASDAQ,"Synopsys, Inc.","Synopsys, Inc. - Common Stock"
SNSE,SNSE,NASDAQ,"Sensei Biotherapeutics, Inc.","Sensei Biotherapeutics, Inc. - Common Stock"
SNT,SNT,NASDAQ,Senstar Technologies Corporation,Senstar Technologies Corporation - Common Shares
SNTG,SNTG,NASDAQ,Sentage Holdings Inc.,Sentage Holdings Inc. - Class A Ordinary Shares
SNTI,SNTI,NASDAQ,"Senti Biosciences Holdings, Inc.","Senti Biosciences Holdings, Inc. - Common Stock"
SNWV,SNWV,NASDAQ,"SANUWAVE Health, Inc.","SANUWAVE Health, Inc. - Common Stock"
SNX,SNX,NYSE,TD SYNNEX Corporation Common Stock,TD SYNNEX Corporation Common Stock
SNYR,SNYR,NASDAQ,Synergy CHC Corp.,Synergy CHC Corp. - Common Stock
SO,SO,NYSE,Southern Company (The) Common Stock,Southern Company (The) Common Stock
SOBO,SOBO,NYSE,South Bow Corporation Common Shares,South Bow Corporation Common Shares
SOC,SOC,NYSE,Sable Offshore Corp. Common Stock,Sable Offshore Corp. Common Stock
SOCA,SOCA,NASDAQ,Solarius Capital Acquisition Corp.,Solarius Capital Acquisition Corp. - Class A Ordinary Share
SOFI,SOFI,NASDAQ,"SoFi Technologies, Inc. ","SoFi Technologies, Inc.  - Common Stock"
SOLS,SOLS,NASDAQ,Solstice Advanced Materials Inc.,Solstice Advanced Materials Inc. - Common Stock
SOLV,SOLV,NYSE,Solventum Corporation Common Stock,Solventum Corporation Common Stock
SON,SON,NYSE,Sonoco Products Company Common Stock,Sonoco Products Company Common Stock
SONM,SONM,NASDAQ,"DNA X, Inc.","DNA X, Inc. - Common Stock"
SONO,SONO,NASDAQ,"Sonos, Inc.","Sonos, Inc. - Common Stock"
SOPH,SOPH,NASDAQ,SOPHiA GENETICS SA,SOPHiA GENETICS SA - Ordinary Shares
SOR,SOR,NYSE,"Source Capital, Inc. Cmn Shs of BI","Source Capital, Inc. Cmn Shs of BI"
SORA,SORA,NASDAQ,AsiaStrategy,AsiaStrategy - Ordinary Shares
SORN,SORN,NASDAQ,Soren Acquisition Corp.,Soren Acquisition Corp. - Class A Ordinary Shares
SOS,SOS,NYSE,SOS Limited Class A Ordinary Shares,SOS Limited Class A Ordinary Shares
SOTK,SOTK,NASDAQ,Sono-Tek Corporation,Sono-Tek Corporation - Common Stock
SOUL,SOUL,NYSE,Soulpower Acquisition Corporation Class A Ordinary Shares,Soulpower Acquisition Corporation Class A Ordinary Shares
SOUN,SOUN,NASDAQ,"SoundHound AI, Inc.","SoundHound AI, Inc. - Class A Common Stock"
SPAI,SPAI,NASDAQ,Safe Pro Group Inc.,Safe Pro Group Inc. - Common Stock
SPB,SPB,NYSE,"Spectrum Brands Holdings, Inc. Common Stock","Spectrum Brands Holdings, Inc. Common Stock"
SPCB,SPCB,NASDAQ,"SuperCom, Ltd.","SuperCom, Ltd. - Ordinary Shares"
SPCE,SPCE,NYSE,"Virgin Galactic Holdings, Inc. Common Stock","Virgin Galactic Holdings, Inc. Common Stock"
SPEG,SPEG,NASDAQ,Silver Pegasus Acquisition Corp,Silver Pegasus Acquisition Corp - Class A Ordinary Shares
SPFI,SPFI,NASDAQ,"South Plains Financial, Inc.","South Plains Financial, Inc. - Common Stock"
SPG,SPG,NYSE,"Simon Property Group, Inc. Common Stock","Simon Property Group, Inc. Common Stock"
SPGI,SPGI,NYSE,S&P Global Inc. Common Stock,S&P Global Inc. Common Stock
SPH,SPH,NYSE,"Suburban Propane Partners, L.P. Common Stock","Suburban Propane Partners, L.P. Common Stock"
SPHL,SPHL,NASDAQ,Springview Holdings Ltd,Springview Holdings Ltd - Ordinary shares
SPHR,SPHR,NYSE,Sphere Entertainment Co. Class A Common Stock,Sphere Entertainment Co. Class A Common Stock
SPIR,SPIR,NYSE,"Spire Global, Inc. Class A Common Stock","Spire Global, Inc. Class A Common Stock"
SPKL,SPKL,NASDAQ,Spark I Acquisition Corp.,Spark I Acquisition Corp. - Class A Ordinary Share
SPMC,SPMC,NYSE,"Sound Point Meridian Capital, Inc. Common Stock","Sound Point Meridian Capital, Inc. Common Stock"
SPNT,SPNT,NYSE,SiriusPoint Ltd. Common Shares,SiriusPoint Ltd. Common Shares
SPOK,SPOK,NASDAQ,"Spok Holdings, Inc.","Spok Holdings, Inc. - Common Stock"
SPOT,SPOT,NYSE,Spotify Technology S.A. Ordinary Shares,Spotify Technology S.A. Ordinary Shares
SPPL,SPPL,NASDAQ,SIMPPLE LTD.,SIMPPLE LTD. - Ordinary Shares
SPRB,SPRB,NASDAQ,"Spruce Biosciences, Inc.","Spruce Biosciences, Inc. - Common Stock"
SPRC,SPRC,NASDAQ,SciSparc Ltd.,SciSparc Ltd. - Ordinary Shares
SPRO,SPRO,NASDAQ,"Spero Therapeutics, Inc.","Spero Therapeutics, Inc. - Common Stock"
SPRU,SPRU,NYSE,Spruce Power Holding Corporation Class A Common Stock,Spruce Power Holding Corporation Class A Common Stock
SPRY,SPRY,NASDAQ,"ARS Pharmaceuticals, Inc.","ARS Pharmaceuticals, Inc. - Common Stock"
SPSC,SPSC,NASDAQ,"SPS Commerce, Inc.","SPS Commerce, Inc. - Common Stock"
SPT,SPT,NASDAQ,"Sprout Social, Inc","Sprout Social, Inc - Class A Common Stock"
SPTX,SPTX,NASDAQ,"Seaport Therapeutics, Inc.","Seaport Therapeutics, Inc. - Common Stock"
SPWH,SPWH,NASDAQ,"Sportsman's Warehouse Holdings, Inc.","Sportsman's Warehouse Holdings, Inc. - Common Stock"
SPWR,SPWR,NASDAQ,SunPower Inc.,SunPower Inc. - Common Stock
SPXC,SPXC,NYSE,"SPX Technologies, Inc. Common Stock","SPX Technologies, Inc. Common Stock"
SQM,SQM,NYSE,Sociedad Quimica y Minera S.A. Common Stock,Sociedad Quimica y Minera S.A. Common Stock
SR,SR,NYSE,Spire Inc. Common Stock,Spire Inc. Common Stock
SRAD,SRAD,NASDAQ,Sportradar Group AG,Sportradar Group AG - Class A Ordinary Shares
SRBK,SRBK,NASDAQ,"SR Bancorp, Inc.","SR Bancorp, Inc. - Common stock"
SRCE,SRCE,NASDAQ,1st Source Corporation,1st Source Corporation - Common Stock
SRE,SRE,NYSE,DBA Sempra Common Stock,DBA Sempra Common Stock
SRFM,SRFM,NYSE,Surf Air Mobility Inc. Common Stock,Surf Air Mobility Inc. Common Stock
SRG,SRG,NYSE,Seritage Growth Properties Class A Common Stock,Seritage Growth Properties Class A Common Stock
SRI,SRI,NYSE,"Stoneridge, Inc. Common Stock","Stoneridge, Inc. Common Stock"
SRL,SRL,NYSE,Scully Royalty Ltd.,Scully Royalty Ltd.
SRPT,SRPT,NASDAQ,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc. - Common Stock"
SRRK,SRRK,NASDAQ,Scholar Rock Holding Corporation,Scholar Rock Holding Corporation - Common Stock
SRTA,SRTA,NASDAQ,"Strata Critical Medical, Inc.","Strata Critical Medical, Inc. - Class A Common Stock"
SRTS,SRTS,NASDAQ,"Sensus Healthcare, Inc.","Sensus Healthcare, Inc. - Common Stock"
SRZN,SRZN,NASDAQ,"Surrozen, Inc.","Surrozen, Inc. - Common Stock"
SSAC,SSAC,NASDAQ,SPACSphere Acquisition Corp.,SPACSphere Acquisition Corp. - Class A Ordinary Shares
SSB,SSB,NYSE,SouthState Bank Corporation Common Stock,SouthState Bank Corporation Common Stock
SSBI,SSBI,NASDAQ,Summit State Bank,Summit State Bank - Common Stock
SSD,SSD,NYSE,"Simpson Manufacturing Company, Inc. Common Stock","Simpson Manufacturing Company, Inc. Common Stock"
SSEA,SSEA,NASDAQ,Starry Sea Acquisition Corp,Starry Sea Acquisition Corp - Ordinary Shares
SSII,SSII,NASDAQ,SS Innovations International Inc.,SS Innovations International Inc. - Common Stock
SSM,SSM,NASDAQ,Sono Group N.V.,Sono Group N.V. - Ordinary Shares
SSNC,SSNC,NASDAQ,"SS&C Technologies Holdings, Inc.","SS&C Technologies Holdings, Inc. - Common Stock"
SSP,SSP,NASDAQ,E.W. Scripps Company (The),E.W. Scripps Company (The) - Class A Common Stock
SSRM,SSRM,NASDAQ,SSR Mining Inc.,SSR Mining Inc. - Common Stock
SST,SST,NYSE,"System1, Inc. Class A Common Stock","System1, Inc. Class A Common Stock"
SSTI,SSTI,NASDAQ,"SoundThinking, Inc.","SoundThinking, Inc. - Common Stock"
SSTK,SSTK,NYSE,"Shutterstock, Inc. Common Stock","Shutterstock, Inc. Common Stock"
SSYS,SSYS,NASDAQ,"Stratasys, Ltd.","Stratasys, Ltd. - Common Stock"
ST,ST,NYSE,Sensata Technologies Holding plc Ordinary Shares,Sensata Technologies Holding plc Ordinary Shares
STAA,STAA,NASDAQ,STAAR Surgical Company,STAAR Surgical Company - Common Stock
STAG,STAG,NYSE,"Stag Industrial, Inc. Common Stock","Stag Industrial, Inc. Common Stock"
STAK,STAK,NASDAQ,STAK Inc.,STAK Inc. - Class A Ordinary Shares
STBA,STBA,NASDAQ,"S&T Bancorp, Inc.","S&T Bancorp, Inc. - Common Stock"
STC,STC,NYSE,Stewart Information Services Corporation Common Stock,Stewart Information Services Corporation Common Stock
STE,STE,NYSE,STERIS plc (Ireland) Ordinary Shares,STERIS plc (Ireland) Ordinary Shares
STEL,STEL,NYSE,"Stellar Bancorp, Inc. Common Stock","Stellar Bancorp, Inc. Common Stock"
STEM,STEM,NYSE,"Stem, Inc. Class A Common Stock","Stem, Inc. Class A Common Stock"
STEP,STEP,NASDAQ,StepStone Group Inc.,StepStone Group Inc. - Class A Common Stock
STEX,STEX,NASDAQ,Streamex Corp.,Streamex Corp. - Common Stock
STFS,STFS,NASDAQ,Star Fashion Culture Holdings Limited,Star Fashion Culture Holdings Limited - Class A Ordinary Shares
STGW,STGW,NASDAQ,Stagwell Inc.,Stagwell Inc. - Class A Common Stock
STHO,STHO,NASDAQ,Star Holdings,Star Holdings - Shares of Beneficial Interest
STI,STI,NASDAQ,"Solidion Technology, Inc.","Solidion Technology, Inc. - Common Stock"
STIM,STIM,NASDAQ,"Neuronetics, Inc.","Neuronetics, Inc. - Common Stock"
STKE,STKE,NASDAQ,Sol Strategies Inc.,Sol Strategies Inc. - Common Shares
STKS,STKS,NASDAQ,"The ONE Group Hospitality, Inc.","The ONE Group Hospitality, Inc. - Common Stock"
STLA,STLA,NYSE,Stellantis N.V. Common Shares,Stellantis N.V. Common Shares
STLD,STLD,NASDAQ,"Steel Dynamics, Inc.","Steel Dynamics, Inc. - Common Stock"
STM,STM,NYSE,STMicroelectronics N.V. Common Stock,STMicroelectronics N.V. Common Stock
STN,STN,NYSE,Stantec Inc Common Stock,Stantec Inc Common Stock
STNE,STNE,NASDAQ,StoneCo Ltd.,StoneCo Ltd. - Class A Common Share
STNG,STNG,NYSE,Scorpio Tankers Inc. Common Shares,Scorpio Tankers Inc. Common Shares
STOK,STOK,NASDAQ,"Stoke Therapeutics, Inc.","Stoke Therapeutics, Inc. - Common Stock"
STRA,STRA,NASDAQ,"Strategic Education, Inc.","Strategic Education, Inc. - Common Stock"
STRL,STRL,NASDAQ,"Sterling Infrastructure, Inc.","Sterling Infrastructure, Inc. - Common Stock"
STRO,STRO,NASDAQ,"Sutro Biopharma, Inc.","Sutro Biopharma, Inc. - Common Stock"
STRR,STRR,NASDAQ,"Star Equity Holdings, Inc.","Star Equity Holdings, Inc. - Common Stock"
STRS,STRS,NASDAQ,Stratus Properties Inc.,Stratus Properties Inc. - Common Stock
STRT,STRT,NASDAQ,STRATTEC SECURITY CORPORATION,STRATTEC SECURITY CORPORATION - Common Stock
STRZ,STRZ,NASDAQ,Starz Entertainment Corp.,Starz Entertainment Corp. - Common Shares
STSS,STSS,NASDAQ,Sharps Technology Inc.,Sharps Technology Inc. - Common Stock
STT,STT,NYSE,State Street Corporation Common Stock,State Street Corporation Common Stock
STTK,STTK,NASDAQ,"Shattuck Labs, Inc.","Shattuck Labs, Inc. - Common Stock"
STUB,STUB,NYSE,"StubHub Holdings, Inc. Class A Common Stock","StubHub Holdings, Inc. Class A Common Stock"
STVN,STVN,NYSE,Stevanato Group S.p.A. Ordinary Shares,Stevanato Group S.p.A. Ordinary Shares
STX,STX,NASDAQ,Seagate Technology Holdings PLC,Seagate Technology Holdings PLC - Ordinary Shares (Ireland)
STZ,STZ,NYSE,"Constellation Brands, Inc. Common Stock","Constellation Brands, Inc. Common Stock"
SU,SU,NYSE,Suncor Energy  Inc. Common Stock,Suncor Energy  Inc. Common Stock
SUGP,SUGP,NASDAQ,SU Group Holdings Limited,SU Group Holdings Limited - Class A Ordinary Shares
SUI,SUI,NYSE,"Sun Communities, Inc. Common Stock","Sun Communities, Inc. Common Stock"
SUIG,SUIG,NASDAQ,Sui Group Holdings Limited,Sui Group Holdings Limited - Common Stock
SUJA,SUJA,NASDAQ,"Suja Life, Inc.","Suja Life, Inc. - Class A Common Stock"
SUMA,SUMA,NASDAQ,SUMA Acquisition Corporation,SUMA Acquisition Corporation - Class A Ordinary Shares
SUNB,SUNB,NYSE,"Sunbelt Rentals Holdings, Inc. Common Stock","Sunbelt Rentals Holdings, Inc. Common Stock"
SUNE,SUNE,NASDAQ,"SUNation Energy, Inc.","SUNation Energy, Inc. - Common Stock"
SUPN,SUPN,NASDAQ,"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc. - Common Stock"
SUPX,SUPX,NASDAQ,SuperX AI Technology Limited,SuperX AI Technology Limited - Ordinary Shares
SVAC,SVAC,NASDAQ,Spring Valley Acquisition Corp. III,Spring Valley Acquisition Corp. III - Class A Ordinary Shares
SVAQ,SVAQ,NASDAQ,Silicon Valley Acquisition Corp.,Silicon Valley Acquisition Corp. - Class A Ordinary Shares
SVCC,SVCC,NASDAQ,Stellar V Capital Corp.,Stellar V Capital Corp. - Class A Ordinary Shares
SVCO,SVCO,NASDAQ,"Silvaco Group, Inc.","Silvaco Group, Inc. - Common Stock"
SVIV,SVIV,NASDAQ,Spring Valley Acquisition Corp. IV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares
SVRA,SVRA,NASDAQ,"Savara, Inc.","Savara, Inc. - Common Stock"
